County,Population,State,mergedkeycol,Low Access Numbers.Low Income People.1/2 Mile,Low Access Numbers.People.1/2 Mile,Percentage of Low Income People,Education.Bachelor's Degree or Higher,Education.High School or Higher,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,"Ethnicities.White Alone	 not Hispanic or Latino",Ethnicities.Asian Alone,Housing.Homeownership Rate,Housing.Median Value of Owner-Occupied Units,Income.Median Houseold Income,Miscellaneous.Foreign Born,Miscellaneous.Language Other than English at Home,Population.Population per Square Mile,Employment.Firms.Minority-Owned,Employment.Firms.Nonminority-Owned,Employment.Firms.Total,Percentage of Minority Businesses
shermancounty,3034,tx,shermancountytx,736,1974,0.372847011,15,79,1.9,44.2,52.9,0.8,72.6,99800,51926,17.2,36.4,3.3,46,257,311,0.147909968
smithcounty,209714,tx,smithcountytx,64756,173184,0.373914449,26.4,85.8,17.8,20.1,59.1,1.6,66.4,158600,56810,8.3,16.8,227.6,4043,14586,19447,0.20789839
somervellcounty,8490,tx,somervellcountytx,2316,7134,0.324642557,26.4,89.6,1.3,18.1,77.8,1.1,80.3,219000,60632,3.8,10.2,45.5,128,567,730,0.175342466
starrcounty,60968,tx,starrcountytx,31699,49050,0.646258919,9.9,53.3,0.4,96.4,3.3,0.2,75.1,71900,30387,28.6,95.2,49.8,7322,409,7885,0.928598605
stephenscounty,9630,tx,stephenscountytx,3360,7366,0.456149878,16.2,78.5,3,24.4,70.4,0.8,82.1,74300,46232,4.9,17.1,10.7,206,1110,1343,0.153387937
sterlingcounty,1143,tx,sterlingcountytx,410,1143,0.358705162,9.5,89.4,2.1,40.8,54.6,0.4,85.6,59000,59868,6.5,27,1.2,27,103,137,0.197080292
stonewallcounty,1490,tx,stonewallcountytx,344,976,0.352459016,14.8,81.3,3.3,17.9,75.6,1.3,75.5,55600,51250,1.9,13.9,1.6,0,142,168,0
suttoncounty,4128,tx,suttoncountytx,861,2788,0.308823529,17.1,73.9,1,63.8,35.1,0.5,69.2,91800,54306,13.6,53.9,2.8,222,427,668,0.332335329
swishercounty,7854,tx,swishercountytx,2514,5877,0.42776927,15.3,73.3,8.6,45.1,44.8,0.7,71,80600,39771,14.4,29.7,8.8,179,488,690,0.25942029
tarrantcounty,1809034,tx,tarrantcountytx,380939,1288624,0.295616875,32.3,86.1,17.9,29.5,45.3,5.8,60.5,188500,67700,16.1,29,2094.7,71133,96361,173389,0.410250939
taylorcounty,131506,tx,taylorcountytx,38828,103098,0.376612543,25.2,89.3,8.4,25,62.7,2.3,58.4,124500,53143,6.4,17.3,143.6,2331,8467,11399,0.204491622
terrellcounty,984,tx,terrellcountytx,409,984,0.415650407,18.4,86.5,1.7,51.4,43.2,1.2,93.1,76400,43208,2,57.2,0.4,51,114,168,0.303571429
terrycounty,12651,tx,terrycountytx,4740,10451,0.453545115,11.4,68.4,4.7,56,38.4,0.6,69.6,76500,44627,10.7,40.1,14.2,422,616,1074,0.39292365
throckmortoncounty,1641,tx,throckmortoncountytx,528,1641,0.321755027,21.7,86.6,0.9,14.3,82.3,0.5,72.9,56300,40000,0.8,10,1.8,32,118,156,0.205128205
tituscounty,32334,tx,tituscountytx,11277,25332,0.445168167,16.3,76.7,9.9,44.1,44.4,1.2,67,105100,50196,19.8,39.1,79.6,623,1670,2439,0.255432554
tomgreencounty,110224,tx,tomgreencountytx,28552,86985,0.328240501,24.5,86.3,4.4,40.7,52.4,1.4,63.5,141500,53903,6.3,25.7,72.4,2238,7243,9893,0.22622056
traviscounty,1024266,tx,traviscountytx,198391,734864,0.269969681,50,89.3,8.9,33.6,48.9,7.4,52.4,324800,75887,17.8,31.2,1034.4,35323,79883,120533,0.293056673
trinitycounty,14585,tx,trinitycountytx,5874,13570,0.432866618,12.9,83.1,8.9,10.7,77.9,0.5,77.4,83700,41357,3.8,8.2,21,165,664,851,0.193889542
tylercounty,21766,tx,tylercountytx,7231,20919,0.345666619,13.4,82,11.2,8.3,78.5,0.6,84,88100,44497,3,9.6,23.5,94,986,1228,0.076547231
upshurcounty,39309,tx,upshurcountytx,12001,37091,0.32355558,17.1,85.8,7.9,9.1,80.3,0.5,78.8,141200,52162,3.8,6.1,67.4,381,2640,3117,0.122232916
uptoncounty,3355,tx,uptoncountytx,711,2222,0.319981998,9.6,75.6,3.4,54.4,40.9,0.6,73,66900,52171,11.7,38.9,2.7,127,263,406,0.312807882
uvaldecounty,26405,tx,uvaldecountytx,13014,23765,0.547612035,17.9,75.8,1.3,72.7,25.2,0.9,73.3,89000,41679,11.2,51.7,17,1960,1314,3413,0.574274832
valverdecounty,48879,tx,valverdecountytx,20905,44641,0.468291481,18.4,68.2,2.1,82.3,14.7,0.9,63.5,103400,46147,22.2,67.6,15.5,2572,851,3558,0.722878021
vanzandtcounty,52579,tx,vanzandtcountytx,16287,48473,0.336001485,15.8,84.6,2.9,11.7,82.9,0.6,78,132300,54654,4.6,7.7,62.4,295,3475,3870,0.07622739
victoriacounty,86793,tx,victoriacountytx,22246,66510,0.334476019,20,83.8,6.6,47.8,43.9,1.4,66.2,142800,56834,6.8,25.1,98.4,3054,5180,8666,0.352411724
walkercounty,67861,tx,walkercountytx,21006,56920,0.369044273,20.8,86,23.6,18.1,56.1,1.1,51.4,152300,43742,8.3,17.5,86.5,1278,2993,4493,0.284442466
wallercounty,43205,tx,wallercountytx,15337,37111,0.413273692,21.1,82.5,24.4,31,42.5,1.4,68.3,197400,59642,13.9,26.4,84.1,1141,2176,3450,0.330724638
wardcounty,10658,tx,wardcountytx,2318,7645,0.303204709,12.5,78.6,5.3,55.2,38.4,0.6,71.5,86800,62986,8.9,36.2,12.8,260,335,666,0.39039039
washingtoncounty,33718,tx,washingtoncountytx,9546,30472,0.3132712,26.8,86.7,17.6,16.7,63.4,1.8,74.1,179100,54971,7.3,14.7,55.8,831,2624,3632,0.228799559
webbcounty,250304,tx,webbcountytx,86226,156268,0.551782835,18.9,67.6,0.7,95.4,3.6,0.6,62.2,125900,46475,25.9,89.9,74.5,25633,1846,28459,0.900699252
whartoncounty,41280,tx,whartoncountytx,14492,35815,0.404634929,18,78.3,13.6,42.6,43.5,0.6,67,128100,48310,9.9,25.9,38,1528,2641,4345,0.351668585
wheelercounty,5410,tx,wheelercountytx,1811,4466,0.405508285,16.8,80.2,3.1,25.2,69.1,0.9,66.6,84000,49315,8,20,5.9,35,601,677,0.051698671
wichitacounty,131500,tx,wichitacountytx,39415,109442,0.3601451,23.1,86.6,11.1,19.8,64.6,2.1,60.3,100000,48650,6.6,13.8,209.5,1470,7218,9239,0.159108129
wilbargercounty,13535,tx,wilbargercountytx,4419,10877,0.406270111,15.2,77.2,8.2,29.8,56.9,3.1,60.7,68300,45302,4.5,17.2,13.9,326,1012,1427,0.228451296
willacycounty,22134,tx,willacycountytx,11131,18650,0.596836461,8.9,65.7,2.7,88.5,8.5,0.9,70.5,55300,35521,14.9,63.5,37.5,1127,150,1342,0.839791356
williamsoncounty,422679,tx,williamsoncountytx,72335,373383,0.193728691,41.3,93.2,7.4,24.8,58,8,68.4,262300,87337,12.6,21.8,378,10020,27023,38356,0.261236834
wilsoncounty,42918,tx,wilsoncountytx,10282,40611,0.253182635,21.8,87.6,1.9,40.2,56.5,0.7,84.4,199600,76692,3.7,20.6,53.4,1265,2560,3893,0.324942204
winklercounty,7110,tx,winklercountytx,1589,4916,0.323230269,8.2,69.2,3.4,61.8,33.9,0.9,79.6,62700,60366,13.4,38.8,8.5,252,387,689,0.36574746
wisecounty,59127,tx,wisecountytx,16105,52756,0.305273334,18,85.3,1.6,20,76,0.7,77.9,170300,64536,7.8,16,65.4,668,4019,4846,0.137845646
woodcounty,41964,tx,woodcountytx,14362,38533,0.372719487,16.6,84.7,5.6,10.4,82,0.6,80.2,137500,53394,3.6,8.9,65,357,3315,3800,0.093947368
yoakumcounty,7879,tx,yoakumcountytx,1361,5805,0.234453058,12.7,63.5,1.5,67.5,29.7,0.6,78,116400,70005,26.2,60.9,9.9,243,338,637,0.381475667
youngcounty,18550,tx,youngcountytx,5837,15568,0.374935766,19.3,83,1.7,19.4,76.9,0.8,75.6,96800,50635,5.8,14,20.3,123,2349,2635,0.046679317
zapatacounty,14018,tx,zapatacountytx,5989,9704,0.617168178,11.6,61.9,0.6,94.7,4.6,0.2,74.8,77800,33952,24.5,89.3,14,1680,235,1964,0.855397149
zavalacounty,11677,tx,zavalacountytx,5531,8811,0.627738055,10.9,66.9,1.3,94,4.9,0.3,72,50000,34459,7.1,72.2,9,1062,159,1232,0.862012987
beavercounty,6629,ut,beavercountyut,1533,4309,0.355766999,21.1,88.9,0.4,12.4,83.8,0.8,74.1,177600,55221,7.5,12.1,2.6,0,569,607,0
boxeldercounty,49975,ut,boxeldercountyut,11907,40726,0.292368512,23.9,93.1,0.6,9.7,86.7,0.8,77.8,203600,62233,3.2,7.4,8.7,119,3427,3682,0.032319392
cachecounty,112656,ut,cachecountyut,32894,93661,0.351202742,38.3,93.1,1.1,10.9,83.5,2.3,63,236500,59038,6.5,10.6,96.7,506,9458,10330,0.048983543
carboncounty,21403,ut,carboncountyut,6324,18821,0.336007651,17.1,91.6,0.6,13.4,82.9,0.7,73.7,140800,51158,2.5,5.1,14.5,65,1339,1488,0.043682796
daggettcounty,1059,ut,daggettcountyut,163,1059,0.153918791,13.4,94,0.2,4.4,92.2,0.5,87.1,170800,75417,0,3.4,1.5,0,75,77,0
daviscounty,306479,ut,daviscountyut,42060,233338,0.180253538,37.8,95.6,1.4,10.2,83.2,2.1,77,290300,83310,4.7,10,1025.8,2121,21350,24189,0.087684485
duchesnecounty,18607,ut,duchesnecountyut,4446,14726,0.30191498,14.7,88.8,0.5,8.3,84.6,0.5,75.1,185800,63224,3.2,7.4,5.7,90,2176,2313,0.038910506
emerycounty,10976,ut,emerycountyut,2818,8594,0.327903188,16.3,93.8,0.4,6.5,90.6,0.5,76.9,140200,55554,2.5,7.3,2.5,0,508,548,0
garfieldcounty,5172,ut,garfieldcountyut,1541,4122,0.373847647,25.9,92.7,0.6,6.5,88.2,1.1,79.5,188900,54565,3,11.2,1,42,521,575,0.073043478
grandcounty,9225,ut,grandcountyut,2665,7042,0.378443624,28.6,93.3,0.9,10.6,81.9,1.5,65.1,247800,51557,7,11.7,2.5,95,1366,1515,0.062706271
ironcounty,46163,ut,ironcountyut,15890,38969,0.407760014,29.8,92.9,0.7,8.9,85.8,1,64,213600,51807,4,7.7,14,250,3791,4260,0.058685446
juabcounty,10246,ut,juabcountyut,2764,9464,0.2920541,16,91.1,0.6,5.8,91.1,0.4,78.6,223000,61463,1.9,3.5,3,26,905,947,0.027455121
kanecounty,7125,ut,kanecountyut,1862,6073,0.306602997,29.9,92.5,0.8,4.7,90.6,1,77.4,204900,47044,3.1,3,1.8,56,897,968,0.05785124
millardcounty,12503,ut,millardcountyut,2936,9448,0.310753599,20.6,88.1,0.6,12.9,82.8,1.6,74.5,155000,62242,7.4,13.1,1.9,62,895,991,0.062563068
morgancounty,9469,ut,morgancountyut,1611,8635,0.1865663,39.4,98.1,0.5,3.2,94.4,0.6,85.3,374800,91341,2.4,4.5,15.5,41,1046,1099,0.037306642
piutecounty,1556,ut,piutecountyut,744,1556,0.4781491,20.2,91,0.3,8,89.5,0.4,83.6,179500,42813,0.8,4.2,2.1,0,91,93,0
richcounty,2264,ut,richcountyut,783,2264,0.345848057,23,95.7,0.4,6.8,91.2,0.3,71.7,202500,57902,5.3,7.6,2.2,0,320,335,0
saltlakecounty,1029655,ut,saltlakecountyut,154990,628377,0.246651294,35.6,90.8,2.2,18.8,70.3,4.6,67.1,305700,74865,12.8,21.2,1387.1,13055,82852,100645,0.129713349
sanjuancounty,14746,ut,sanjuancountyut,6396,12788,0.500156397,18.3,84.9,0.4,5.8,44.3,0.6,80.6,129700,45394,0.9,40.1,1.9,198,771,1010,0.196039604
sanpetecounty,27822,ut,sanpetecountyut,8922,21965,0.406191669,20.9,90.2,1.2,9.5,86,0.8,77.7,189000,53838,4.9,11,17.5,74,2049,2200,0.033636364
seviercounty,20802,ut,seviercountyut,5663,15565,0.363829104,18.5,90.6,0.6,5.5,91.3,0.4,78.1,164800,54799,2,6.1,10.9,68,1392,1521,0.044707429
summitcounty,36324,ut,summitcountyut,4471,30176,0.148164104,55,94.9,1.2,11.5,84,1.9,77.4,641900,102958,9.6,14.6,19.4,340,6387,7014,0.04847448
tooelecounty,58218,ut,tooelecountyut,12741,48866,0.260733434,24.2,91.3,0.9,12.9,82.5,0.8,80.9,223400,74562,4.4,8.2,8.4,401,2593,3141,0.127666348
uintahcounty,32588,ut,uintahcountyut,8598,28259,0.304257051,15.8,85.7,0.7,8.4,81.5,0.6,75.9,197000,65264,2.4,9.3,7.3,193,2255,2572,0.07503888
utahcounty,516564,ut,utahcountyut,109104,388512,0.280825303,40.8,94.6,0.8,12.2,81.7,1.9,67.6,305500,74665,7.4,15.1,257.8,4196,41982,47840,0.08770903
wasatchcounty,23530,ut,wasatchcountyut,3321,18428,0.18021489,39.9,94.6,0.8,13.7,83.2,1,73,419900,85166,7.6,12.4,20,99,2758,2945,0.033616299
washingtoncounty,138115,ut,washingtoncountyut,36589,108469,0.337322184,28.1,92.9,0.9,10.9,83.8,1,70.4,283800,59839,5.4,9.7,56.9,692,13931,15167,0.045625371
waynecounty,2778,ut,waynecountyut,929,2708,0.343057607,23.4,88.4,0.5,7,89.9,1,73.9,205700,44245,3.2,10.1,1.1,0,351,373,0
webercounty,231236,ut,webercountyut,42743,169347,0.252398921,24.5,90.6,1.7,18.7,75.6,1.6,73.4,220600,67244,6.9,14,401.4,1612,14018,16247,0.099218317
addisoncounty,36821,vt,addisoncountyvt,7158,33299,0.21496141,39.6,93.5,1.3,2.3,92.6,1.8,76,249700,68825,4.8,6,48,106,4537,4838,0.02190988
benningtoncounty,37125,vt,benningtoncountyvt,9083,31600,0.287436709,36.2,91.2,1.4,2.2,93.7,1.1,74,207600,56183,3.1,4.6,55,175,4356,4758,0.03678016
caledoniacounty,31227,vt,caledoniacountyvt,7736,24949,0.310072548,29,91.3,0.9,1.7,94.7,0.9,73.1,169500,50563,2.4,3.8,48.1,57,3145,3425,0.016642336
chittendencounty,156545,vt,chittendencountyvt,26656,115612,0.230564301,51.3,94.4,2.5,2.5,88.3,4.6,62.4,297900,73647,9,10.3,291.7,826,16728,18690,0.044194757
essexcounty,6306,vt,essexcountyvt,2405,6304,0.381503807,16.2,86.8,0.6,1.5,95.1,0.7,81.2,136600,44349,3.7,6.4,9.5,0,445,466,0
franklincounty,47746,vt,franklincountyvt,8096,39945,0.202678683,24.1,90.7,0.7,1.7,93.5,0.8,75.4,216200,65485,2.8,3.6,75.3,139,4169,4479,0.031033713
grandislecounty,6970,vt,grandislecountyvt,1341,6970,0.192395983,39.8,92.9,0.9,2.1,92.3,0.6,84,274800,71587,4.4,5.3,85.2,0,713,752,0
lamoillecounty,24475,vt,lamoillecountyvt,6834,21406,0.319256283,38.2,92.8,1.2,1.8,94.3,0.7,73.2,225600,64003,3,3.7,53.3,98,3200,3474,0.028209557
orangecounty,28936,vt,orangecountyvt,8154,28366,0.287456814,29.1,91.8,0.7,1.4,95.6,0.6,80.5,192700,60925,2.1,3.4,42.1,75,3393,3591,0.020885547
orleanscounty,27231,vt,orleanscountyvt,8612,23880,0.360636516,21.5,88.3,0.8,1.7,94.7,0.5,78.2,162000,49168,4,5.4,39.3,107,3071,3286,0.032562386
rutlandcounty,61642,vt,rutlandcountyvt,13338,50342,0.264947757,30.8,92.6,0.7,1.6,95.1,1,71.4,177400,56139,2.7,4.5,66.3,154,6272,6735,0.022865627
washingtoncounty,59534,vt,washingtoncountyvt,13123,47904,0.273943721,41.8,93.7,0.9,2,94.1,1,70.4,226900,62791,3,3.8,86.6,271,6930,7606,0.035629766
windhamcounty,44513,vt,windhamcountyvt,11114,36314,0.306052762,38.1,92.4,1.5,2.4,92.7,1.2,67.3,214200,51985,3.4,3.9,56.7,180,6542,7029,0.025608195
windsorcounty,56670,vt,windsorcountyvt,13330,49547,0.26903748,38.2,93.4,1,1.8,94.3,1,73.8,224500,60987,3.7,4.2,58.5,159,7431,7844,0.02027027
accomackcounty,33164,va,accomackcountyva,13236,30794,0.429823992,19.5,81.5,28.8,9.1,59.9,0.8,66.8,171800,46073,7.7,11.5,73.8,335,2560,2997,0.111778445
albemarlecounty,98970,va,albemarlecountyva,17393,79776,0.218022964,55.1,92.1,9.7,5.8,76.9,5.5,63.3,356100,79880,10.4,11.7,137.3,1236,9370,11062,0.111733864
alexandriacity,139966,va,alexandriacityva,4497,28658,0.156919534,63.1,93,21.8,16.7,51.9,5.9,43.3,572900,100939,27.2,33.5,9314.3,6304,10316,17540,0.35940707
alleghanycounty,16250,va,alleghanycountyva,5838,15315,0.381194907,15,86,4.7,1.6,91.4,0.3,76.2,119700,47673,1.3,1.8,36.5,38,821,893,0.042553191
ameliacounty,12690,va,ameliacountyva,3970,12646,0.31393326,17.1,83.9,20.4,3.2,74,0.6,84.4,201400,57946,1.2,3.8,35.7,159,695,893,0.178051512
amherstcounty,32353,va,amherstcountyva,9348,29275,0.319316823,19.1,85.6,19.1,2.4,74.9,0.6,77.1,155600,52888,1.8,2.8,68.3,397,1634,2117,0.187529523
appomattoxcounty,14973,va,appomattoxcountyva,4609,14708,0.313366875,20.9,85.9,18.5,1.9,77.1,0.4,77.8,158800,58696,1.2,1.7,44.9,117,796,962,0.121621622
arlingtoncounty,207627,va,arlingtoncountyva,8119,60765,0.1336131,75.3,94.3,9.7,15.6,61.4,11,42.7,705400,120071,23.2,29.7,7993.6,6403,14039,21665,0.295545811
augustacounty,73750,va,augustacountyva,18706,68815,0.27183027,22.7,87.4,4.7,3.1,90.2,0.6,79.3,214000,62711,2.6,3.4,76.3,282,5174,5645,0.049955713
bathcounty,4731,va,bathcountyva,1947,4516,0.431133747,15.9,90.3,4.8,2.2,91.1,0.5,75.3,165300,49738,2.1,2,8.9,0,371,402,0
bedfordcounty,74898,va,bedfordcountyva,16439,70101,0.234504501,29.2,90,7.2,2.4,87.6,1.2,82.1,201900,64199,2.9,4.4,91.2,311,4257,4688,0.06633959
blandcounty,6824,va,blandcountyva,1708,6622,0.257928118,14.2,88.6,4,1,93.4,0.6,81.4,113200,48531,0.3,2.4,19.1,0,315,332,0
botetourtcounty,33148,va,botetourtcountyva,7311,31903,0.229163402,28.3,92.8,3.3,1.8,92.7,0.8,86.3,227700,71110,2.3,2.8,61.2,176,2352,2597,0.067770504
bristolcity,17835,va,bristolcityva,6511,13020,0.500076805,25.4,84.7,5.7,2.3,88.2,0.2,60.4,111700,37500,1.1,2.5,1370.6,99,1261,1490,0.066442953
brunswickcounty,17434,va,brunswickcountyva,6213,16142,0.384896543,13.6,78.5,54.8,2.5,40.7,0.9,70.7,112200,44434,1.7,2.9,30.8,246,583,868,0.283410138
buchanancounty,24098,va,buchanancountyva,11992,23298,0.514722294,11.8,70.1,3.4,0.9,94.6,0.4,77.3,72300,31956,1.8,2,47.9,41,961,1056,0.038825758
buckinghamcounty,17146,va,buckinghamcountyva,6921,16724,0.413836403,12.5,79.8,33.7,2.4,61.3,0.4,75.2,130300,49025,1.4,2.2,29.6,128,534,685,0.186861314
buenavistacity,6650,va,buenavistacityva,3471,6642,0.522583559,15.9,81.1,7.3,1.8,88.1,1.9,68,126600,32455,1,2.7,992,165,285,313,0.52715655
campbellcounty,54842,va,campbellcountyva,15614,49631,0.314601761,22.5,87.2,14.8,2.9,79.1,1.1,74.7,157000,49664,2.4,3,108.8,420,3260,3807,0.110323089
carolinecounty,28545,va,carolinecountyva,7135,27074,0.263536973,19.9,85.1,27.2,5.2,63.2,1.1,79.2,206000,65103,3.7,5.7,54.1,601,1540,2177,0.276067983
carrollcounty,30042,va,carrollcountyva,10050,28876,0.348039895,15,80.8,0.9,3.9,94,0.2,78.3,112900,44835,2,2.5,63.3,78,1988,2103,0.037089872
charlescitycounty,7256,va,charlescitycountyva,2213,7256,0.304988975,14.7,79.7,44.4,1.8,43.6,0.6,83.9,167900,57198,1.9,3.1,39.7,148,272,460,0.32173913
charlottecounty,12586,va,charlottecountyva,5373,11952,0.449548193,10.9,83.2,27.6,2.3,68.3,0.3,71.3,111900,40573,0.8,2.1,26.5,134,522,684,0.195906433
charlottesvillecity,43475,va,charlottesvillecityva,9735,23868,0.407868276,54.9,91.1,18.8,5.5,65.7,7.1,42.8,299600,59471,12.2,15.7,4246.3,762,4756,5935,0.128390901
chesapeakecity,222209,va,chesapeakecityva,34041,165522,0.205658462,33.2,92.1,30,6.2,57.4,3.2,71.4,273700,78640,5.9,8.3,652,5419,9981,16220,0.334093711
chesterfieldcounty,316236,va,chesterfieldcountyva,53788,270984,0.198491424,40.5,92.3,24.5,9.5,60.6,3.7,75.8,241200,82599,8.6,11.9,747.1,6470,15928,23311,0.277551371
clarkecounty,14034,va,clarkecountyva,2355,11979,0.19659404,32.2,89.1,4.7,6.4,85.3,1.4,75,347200,80026,3.5,6.1,79.7,120,1441,1596,0.07518797
colonialheightscity,17411,va,colonialheightscityva,4120,12541,0.328522446,25.5,91.5,15.3,5.9,72.3,4.2,62.9,171700,54550,7.3,10.3,2315.3,236,1193,1600,0.1475
covingtoncity,5961,va,covingtoncityva,1512,3930,0.384732824,15.6,87.3,13.1,2.4,81,1.2,74.5,72900,40655,3.4,2.3,1090.1,55,330,430,0.127906977
craigcounty,5190,va,craigcountyva,1125,4602,0.244458931,23.6,90.8,0.4,1.6,96.8,0.2,76.4,165800,55708,0.2,0.7,15.7,0,188,200,0
culpepercounty,46689,va,culpepercountyva,9890,39813,0.248411323,25.7,86.1,14.6,11.6,69.8,1.7,72.7,298900,77935,8.8,12.4,123.1,477,3331,4073,0.117112693
cumberlandcounty,10052,va,cumberlandcountyva,3388,10052,0.337047354,14.9,83.5,30.5,3.2,63.5,0.5,73.9,146000,47469,1,3.5,33.8,48,361,426,0.112676056
danvillecity,43055,va,danvillecityva,11814,23947,0.493339458,17.6,81.8,49.4,4.3,42.4,1.2,51.5,90500,37203,3.5,5.2,1002.8,1118,1679,3073,0.363813863
dickensoncounty,15903,va,dickensoncountyva,7612,15049,0.50581434,10.7,77.4,0.5,1.1,97.3,0.2,75.7,81000,29932,0.4,0.4,48.1,0,757,805,0
dinwiddiecounty,28001,va,dinwiddiecountyva,8471,26660,0.317741935,18.6,83.2,32.2,3.8,62,0.8,77.2,168300,60346,2.8,4.1,55.6,486,1031,1545,0.314563107
emporiacity,5927,va,emporiacityva,1506,2729,0.551850495,13.8,79.4,63.2,6.8,24.5,0.3,40.1,116800,27063,2.8,6.5,859.8,147,381,581,0.253012048
essexcounty,11151,va,essexcountyva,3817,10729,0.35576475,17.4,82.3,37.4,3.9,54.9,1.2,67.1,202800,51954,1.6,3.6,43.4,146,640,842,0.173396675
fairfaxcounty,1081726,va,fairfaxcountyva,75258,653897,0.115091521,61.6,92.5,10.6,16.5,50,20.1,68,563100,124831,31.3,39.3,2766.8,47911,64164,115917,0.413321601
fairfaxcity,22565,va,fairfaxcityva,1768,11717,0.150891867,60.8,94,4.9,17.2,56.2,17.2,70,560400,116979,28.9,33.9,3616.6,1738,2669,4757,0.365356317
fallschurchcity,12332,va,fallschurchcityva,136,2333,0.058294042,77.6,98.9,4.9,10.7,71.7,9.9,58.3,789300,127610,19.2,19.3,6169.8,503,1520,2129,0.236261155
fauquiercounty,65203,va,fauquiercountyva,7827,58238,0.134396786,36.4,92.5,7.8,9.2,79,1.7,78.3,395500,100783,6.4,9.1,100.7,692,5908,6836,0.101228789
floydcounty,15279,va,floydcountyva,5426,14499,0.374232706,22.1,87,2,3,93,0.5,81.1,170700,51521,3.1,2.6,40.2,115,1389,1525,0.075409836
fluvannacounty,25691,va,fluvannacountyva,3935,25030,0.157211346,33.9,91.1,15.3,3.8,77.6,0.9,85,234700,76873,3.5,4.8,89.8,228,1596,1857,0.122778675
franklincounty,56159,va,franklincountyva,19672,55702,0.353165057,21.9,88.1,7.9,2.9,87.2,0.5,81.7,178100,56254,2.2,3.3,81.3,324,4133,4570,0.070897155
franklincity,8582,va,franklincityva,3830,8382,0.45693152,19.1,86.3,56.7,1.1,36.9,1.3,51.6,164100,40417,1.4,2.7,1045.8,388,280,734,0.528610354
frederickcounty,78305,va,frederickcountyva,14025,71734,0.195513982,28.3,89.2,4.7,9.3,82.3,1.8,77.6,251200,78002,6.2,9.7,189.4,536,5980,6752,0.079383886
fredericksburgcity,24286,va,fredericksburgcityva,3939,15562,0.253116566,40.9,90.2,22.1,10.7,59.4,2.7,35.5,367200,65641,10.2,12.4,2326.2,544,1787,2635,0.206451613
galaxcity,7042,va,galaxcityva,1520,3044,0.49934297,14.8,75.7,7.5,14.5,79.1,0.6,68.1,96600,33575,6.5,12.7,854.7,48,680,780,0.061538462
gilescounty,17286,va,gilescountyva,4412,14200,0.310704225,18.1,88.9,1.6,1.8,94.7,0.6,75.1,123200,54520,1,1.9,48.6,31,1097,1177,0.026338148
gloucestercounty,36858,va,gloucestercountyva,7303,33401,0.218646148,23.3,89.6,8,3.8,84.7,0.9,78.2,230000,70537,1.7,2.9,169.2,203,2811,3133,0.064794127
goochlandcounty,21717,va,goochlandcountyva,3936,21395,0.183968217,41.8,91.4,15.8,3.1,77.8,1.7,84.9,375200,93994,4.1,5,77.2,380,2356,2812,0.135135135
graysoncounty,15533,va,graysoncountyva,6761,15153,0.446182274,13.7,81.3,5.7,3.8,89.1,0.2,81.3,102900,36544,2.2,5.1,35.1,0,1416,1476,0
greenecounty,18403,va,greenecountyva,4976,16799,0.296208108,29,86.1,7.3,6,82.2,2,77.6,236400,67398,4.6,7.6,117.8,69,1291,1440,0.047916667
greensvillecounty,12243,va,greensvillecountyva,3907,12240,0.319199346,9.2,77.8,60.2,2.8,35.7,0.7,73.3,117700,50300,1.7,3.9,41.5,209,124,345,0.605797101
halifaxcounty,36241,va,halifaxcountyva,12394,33913,0.365464571,15.4,81.5,36.3,2.2,59.7,0.7,74.1,116100,42669,2.1,4.5,44.3,433,1726,2257,0.191847585
hamptoncity,137436,va,hamptoncityva,30927,96979,0.318904093,26.9,91.4,49.9,5.8,38.2,2.5,55.7,186700,56287,4.7,6.5,2673.2,3865,3694,8058,0.479647555
hanovercounty,99863,va,hanovercountyva,12451,87642,0.142066589,39.8,93.1,9.5,3.1,83.5,1.9,82.5,282900,89390,3.5,4.4,213.1,761,8982,10101,0.075339075
harrisonburgcity,48914,va,harrisonburgcityva,8169,22164,0.368570655,36.3,83.9,7.4,19.7,66.1,3.9,39.6,203600,46679,17.1,25.5,2808.2,684,2771,3745,0.182643525
henricocounty,306935,va,henricocountyva,46708,220202,0.212114331,43.7,91.7,30.9,6,52.2,9.1,62.7,242600,70307,12.9,15.4,1313.4,8667,17408,27519,0.314946037
henrycounty,54151,va,henrycountyva,23943,51203,0.46760932,13.9,80.1,22.6,5.8,69.5,0.5,71.9,93900,37952,2.7,6.7,141.6,435,2631,3211,0.135471816
highlandcounty,2321,va,highlandcountyva,802,2321,0.345540715,22.5,88.5,1.1,1.1,96.7,0.6,82.9,173900,48587,0.3,0.8,5.6,0,332,349,0
hopewellcity,22591,va,hopewellcityva,7661,17347,0.441632559,14.8,81.3,43.5,7.9,46.5,1.4,46.7,122900,39030,3.7,8.5,2197.9,452,715,1238,0.365105008
isleofwightcounty,35270,va,isleofwightcountyva,7463,32603,0.228905315,27,87.9,23.2,3.4,70.2,1,75.8,266800,73991,3,4.8,111.8,444,2030,2621,0.169400992
jamescitycounty,67009,va,jamescitycountyva,10369,57869,0.179180563,50.4,95.1,13.6,6.1,75.3,2.6,76.4,340500,87678,6.7,8,470.4,827,5294,6439,0.128436093
